Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,Cluster,Silhouette
continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,continuous
,,,,,,,,,,,,,,class,meta,meta
-1.4494274135310588,0.2913648162128058,2.4207921751710897,0.47013272929209116,0.5751339620067981,0,-0.04308693486199457,0.1293192921685506,1.1230100206291185,5.323418719272992,2.1824959411829807,0.36737688231821697,0.8564934847286426,0.2633662648329944,0.0,C1,0.5303806115744231
-0.1866309158867378,1.2419516302423825,-1.1572716696048047,-0.7966821642977671,-1.1031632865511656,1,-0.4766013279606819,1.2184872365875459,-0.4644718737244783,-0.27047826884886134,-0.5983043007600148,0.35204746114222185,-0.4054707424026367,0.2633662648329944,0.0,C2,0.6038934832225661
0.17416808344021104,0.3409606499882611,-0.8377081344198422,0.7868364526895557,-0.8173822036658751,1,-0.6913327563179756,1.1000994165420028,-0.45884091505252855,-0.33953872549234093,-0.808083968134662,-1.3639812650244711,-0.4054805929222257,-5.601597863563303,0.0,C2,0.5478057855937594
0.35456758310368547,-2.609991459651382,-0.051896162653540176,-1.4300896110926962,-0.8387138322456771,1,-0.4766013279606819,0.31873980424141946,2.0673577846197198,-0.1520889146028961,0.7384312541388991,-1.2462779702557456,-0.7840383396944346,2.21835430763176,0.0,C2,0.5305641507332292
-0.9082289145406355,1.3080794086096577,1.5459215132712736,-1.1133858876952316,1.7474324326350432,1,0.511973549759689,-0.9124935242322273,-0.23374855430230512,2.0381141389474586,2.37276122089487,0.5168387387841662,-0.5558654677885239,0.2633662648329944,0.0,C1,0.5423078680328538
0.7754997489851257,-0.6426900532249528,-1.1153616977772687,0.1534290058946266,-0.17994294963414,1,0.037943792820002833,1.2793724011823961,-0.4643993368672442,-0.35927028453333515,0.9384537276821668,-1.4637891268116547,-0.1635763727154216,0.2633662648329944,0.0,C2,0.5978229424214654
1.6173640807480065,1.9362933030987688,-1.3877765146562533,-1.1133858876952316,-2.64907895774624,1,0.046046865588202826,1.228634764020021,-0.00838246956251918,-0.24088093028737004,1.9385660953985078,-0.12379776705784427,-1.4694927394066093,0.2633662648329944,0.0,C2,0.5835655672576386
-0.9082289145406355,-1.1138504740917865,1.2892229358276146,0.7868364526895557,1.0365872802551654,0,-0.45229210965608274,-1.9060717602373067,0.520817243591634,-0.11262579652090769,0.10909225201495787,-0.953486025794244,-0.3000821408959736,0.2633662648329944,0.0,C1,0.5473979176932654
0.7754997489851257,-0.3203171336844877,1.1372992879527968,1.4202438994844848,1.746805031794461,1,-0.3631583092058853,-1.6356739792532868,-0.46423601488680527,2.7188529258617584,0.5042586021858044,0.4846469543145777,-0.008886904713520513,0.2633662648329944,0.0,C1,0.5281936694080392
