Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,Cluster,Silhouette
continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,continuous
,,,,,,,,,,,,,,class,meta,meta
0.3118157883049331,0.5144120843583382,-2.1573618225206297,-1.284229002749371,-1.152412375777988,1,-0.41365002491672737,2.0513548520571696,-0.6261597096498802,-0.5562469388745188,-1.1863477397138393,-1.2286666970392144,0.9357357047861953,0.18059178902466808,1.0,C2,0.5666899975094032
-0.5570233674645677,0.5081888832463348,-1.4235257345129335,-0.32567899613869605,-0.9330275729297135,0,-0.5392745658032321,1.9899462121728095,0.9849627972152067,-0.5562469388745188,-1.5943390200774865,0.9301316088823719,2.4458099949509777,0.18059178902466808,1.0,C2,0.5430926164598951
0.6738321032088918,-2.3171444216032064,-2.267437235721784,1.271904348212429,-3.1088142839441573,1,-0.46793223394176026,2.6943394343757676,2.412434365537009,-0.649975143628343,-1.9455480088441315,-0.7027167072133711,-0.15054840979799466,-2.7005418297227313,1.0,C2,0.5911960039629083
-1.06384620833011,-0.3506128702101339,-1.6528495120153384,-0.645195665008921,-1.443801630933215,0,-0.5175616821932189,-0.10878436269856681,1.7499083237374282,-0.5925757004070089,-1.152698974323023,0.23570346668648798,-0.2969811759171247,0.18059178902466808,1.0,C2,0.5195597545634878
0.6014288402281001,0.06634160429409401,-1.533601147714088,1.591421017082654,-0.06367615878891209,1,-0.6137187381804199,1.8418430218634692,-0.6569395173326855,-0.6238184353249503,-0.8961271382180489,-0.6788225553577066,-0.2868550094901485,-2.7005418297227313,1.0,C2,0.5304330852702941
0.3118157883049331,-1.4272266625867212,-0.6667572687549969,-0.32567899613869605,0.1971292654533284,1,-0.39193714130671425,1.567310278851035,-0.6424188028495994,-0.24381958969510495,-1.4681561498619253,-1.7379674090414319,-0.040467181220866635,0.18059178902466808,1.0,C2,0.5160093663315877
0.2394125253241414,-1.7508331204108978,-2.6068364264253434,0.632871010471979,-3.211402567164097,0,-0.4508721111053213,2.791870803603869,2.1435832181400776,-0.5417154342615228,-1.8984397372969883,-1.6282145336810854,1.8769247649451415,0.18059178902466808,1.0,C2,0.598710122052594
-1.1362494713109015,0.43351046990229397,-1.1804425303603843,-0.006162327268471044,0.020369171830240236,1,-0.6292279407590008,1.7840466549134835,-0.6273759410309615,0.11220227332329709,-1.1274624002799107,0.9644750982842446,0.462045772066218,0.18059178902466808,1.0,C2,0.4988931114545112
1.3254614700360174,0.9438129610865729,-1.4877363922136069,0.31335434160175396,-0.4256249608536281,1,-0.2570070788730611,1.5889839164572797,-0.6416186506252037,-0.4981209204225348,-0.18109087366320292,-1.5445501710611067,0.02713392368180376,0.18059178902466808,1.0,C2,0.5160192417271686
